19075,39893.9802360505
19076,11775.46434104705
19077,19434.19305942011
19078,15253.539736119772
19079,15139.715374156052
19080,11269.109019792168
19081,21104.93091518824
19082,10514.543840476363
19083,16585.500815735017
19084,46532.38665985293
19085,11810.201367636246
19086,16031.104189453667
19087,20892.36038869799
19088,11382.952745016168
19089,14932.338322039725
19090,11840.620683287725
19091,11724.862890816896
19092,16792.99578345548
19093,14191.191791469177
19094,14471.721278874029
19095,33054.16422887928
19096,17196.415154915307
19097,10529.549507399586
19098,10794.671538687764
19099,19967.36209203301
19100,14390.497324980295
19101,16054.270384539877
19102,14584.693259098038
19103,17860.211331490507
19104,10679.237175317057
19105,14644.335040534943
19106,10718.795636030476
19107,11316.474745377247
19108,14383.644503313644
19109,25755.469740521763
19110,23008.041265886695
19111,14109.417392923879
19112,19589.304438622436
19113,15424.270225857648
19114,19944.861184279
19115,12896.73123734255
19116,20900.21092316955
19117,18261.747994329296
19118,10641.379270132089
19119,11317.579813527676
19120,13202.568030905883
19121,31539.85126821881
19122,13161.616219047792
19123,12832.004092375983
19124,9166.427700255794
19125,9097.90686127654
19126,8515.802035885104
19127,13773.568487241144
19128,22960.038460156073
19129,14925.783434047313
19130,11787.303102861024
19131,13707.723990084092
19132,29366.922160881142
19133,25412.284908426318
19134,11556.44796122087
19135,15051.851667524043
19136,15012.70230487602
19137,14679.511426132867
19138,14876.318342139853
19139,13378.930296174756
19140,40982.99373073368
19141,11521.72749668854
19142,13802.699592867693
19143,14425.498400483284
19144,9718.525539294715
19145,22259.371772849463
19146,12898.77108118421
19147,14029.985564435647
19148,23718.410130621083
19149,11828.619633746559
19150,26642.062326795312
19151,11863.77483821956
19152,15421.207017462571
19153,15889.039964666927
19154,29126.009499308813
19155,17540.694155006444
19156,46738.84760428798
19157,16428.448399015175
19158,16207.325558667233
19159,13264.559437087539
19160,11541.240285427953
19161,14338.768590885034
19162,14672.991969361055
19163,11614.815042386224
19164,12597.765283159966
19165,14557.163723708416
19166,13654.80123149457
19167,12510.492143974929
19168,31086.59842516561
19169,27272.107414341066
19170,11983.875101899874
19171,13620.16833507001
19172,11325.126170375333
19173,16020.06730692578
19174,14093.918319156175
19175,40614.06950947536
19176,24980.36844515294
19177,10857.128660286271
19178,22715.51982494209
19179,11372.604498288343
19180,10799.14241498029
19181,16198.096499975247
19182,15662.265711346452
19183,14675.814976273043
19184,15601.762072548114
19185,11226.455252311674
19186,13687.606634344964
19187,15143.849067688598
19188,12372.418029873475
19189,14272.71580014418
19190,24839.870140944444
19191,18157.92771135205
19192,14039.105583200802
19193,15846.237710002964
19194,15984.629901661136
19195,14377.698154982329
19196,11926.150818211785
19197,11704.373518247285
19198,10944.516262119543
19199,30188.965101997863
19200,12301.624192652414
19201,15231.563379377589
19202,17191.731277945448
19203,11332.38371963794
19204,23116.29192750279
19205,17574.67318036126
19206,17604.267855918868
19207,13737.64589274401
19208,23370.037102859034
19209,31943.572601103693
19210,13488.881882395926
19211,26233.418819897415
19212,13747.001842556361
19213,12756.438540383584
19214,15449.7259222675
19215,14819.706033470957
19216,10953.219446276658
19217,16586.865591361933
19218,16582.4380126885
19219,14646.285956722775
19220,15565.93070585713
19221,36317.14669444658
19222,10734.511262957945
19223,15039.412864895628
19224,23396.413011837652
19225,11560.039862534859
19226,12456.355062628865
19227,13135.639073151659
19228,15662.211593714059
19229,10419.894195391018
19230,26847.680311333115
19231,26074.37086147554
19232,11244.355422596287
19233,13266.6177798532
19234,14462.681789997992
19235,12550.348494201558
19236,35613.138017889876
19237,25259.81630318897
19238,15308.816767628156
19239,14839.38214433671
19240,23026.451399119404
19241,16802.30093002018
19242,13554.495170116172
19243,14449.07524599961
19244,15949.570532083433
19245,23741.42602297463
19246,11064.35913253158
19247,15951.05364109926
19248,35108.94236777407
19249,11085.86339623061
19250,17448.569253413498
19251,24580.379372763666
19252,11690.832467497963
19253,11424.792727856297
19254,14520.279276243718
19255,11608.527086100397
19256,12742.120659882472
19257,10052.82359707294
19258,9341.784664469153
19259,11192.52002357143
19260,21719.02655263625
19261,12846.367037432901
19262,12176.614674488646
19263,11905.074056773556
19264,27304.23283090973
19265,13815.989658685072
19266,14642.789230741939
19267,17595.624566739876
19268,14685.47462371255
19269,10957.931575114324
19270,23924.86112419741
19271,16286.785466561645
19272,12291.32649185583
19273,22886.609511609517
19274,12086.03454940087
19275,15334.658338735484
19276,15808.861148417449
19277,13021.788933519376
19278,15465.334976032482
19279,32885.77457836528
19280,14959.887419364182
19281,17381.693171356103
19282,9332.271542837158
19283,11164.47472007676
19284,11464.463825882156
19285,26490.59709140955
19286,11520.799753270141
19287,12322.197473015822
19288,17551.347005523607
19289,20336.5668386812
19290,15036.52698528482
19291,14184.148811214542
19292,14368.269962375163
19293,25675.382859804868
19294,11767.01271690403
19295,24461.593810248847
19296,16450.43394648904
19297,33387.38984003205
19298,17941.7625358354
19299,16905.525719530575
19300,10113.466895391886
19301,22609.584958596377
19302,23186.007439247678
19303,24124.221710811795
19304,13724.766329395756
19305,22612.987394392807
19306,13656.643224305653
19307,15089.728015964107
19308,11046.829780418506
19309,14105.765013874097
19310,16890.295401232182
19311,36280.53572010375
19312,11999.312819046223
19313,12900.585791004614
19314,14496.249332273212
19315,10984.973958337432
19316,12867.348221462742
19317,16016.9888873368
19318,17933.23359756387
19319,11380.029837418624
19320,11044.611364702914
19321,26302.182582807178
19322,18395.82704067602
19323,24678.93557320866
19324,17274.145282616024
19325,15171.227181146527
19326,13069.6550656876
19327,9008.719584694381
19328,16357.647568515047
19329,33664.163640553554
19330,17317.29039098438
